2026-06-17 16:41:22 | INFO     | src.models.logistic_regression           | Logistic Regression initialized
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         |   Imbalance ratio (0/1): 0.7486
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         | Class distribution [post-dedup]:
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         |   Total samples        : 235,370
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         |   label=0 Phishing     : 100,520 (42.71%)
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         |   label=1 Legitimate   : 134,850    (57.29%)
2026-06-17 16:45:30 | INFO     | src.data.cleaner                         |   Imbalance ratio (0/1): 0.7454
2026-06-17 16:45:34 | INFO     | src.data.cleaner                         | Saving clean DataFrame → C:\Users\admin\Desktop\VS CODE\Explainable-Bias-Aware-Phishing-Detection\data\processed\clean_df.csv
2026-06-17 16:45:46 | INFO     | src.data.cleaner                         | Saved             : 235,370 rows × 56 cols  (59.03 MB)
2026-06-17 16:45:46 | INFO     | src.data.cleaner                         | Audit report saved : C:\Users\admin\Desktop\VS CODE\Explainable-Bias-Aware-Phishing-Detection\outputs\reports\m1_1_data_audit_report.html
2026-06-17 16:57:43 | INFO     | src.features.feature_catalog             | Track B: 49 features + target → 50 columns total
2026-06-17 16:57:43 | INFO     | src.features.feature_catalog             | Track A: 50 features + target → 51 columns total
2026-06-17 16:57:47 | INFO     | src.features.feature_catalog             | ============================================================
2026-06-17 16:57:47 | INFO     | src.features.feature_catalog             | MODULE M1.2  —  FEATURE AUDIT
2026-06-17 16:57:47 | INFO     | src.features.feature_catalog             | ============================================================
2026-06-17 16:57:47 | INFO     | src.features.feature_catalog             | Building full feature audit table …
2026-06-17 16:57:51 | INFO     | src.features.feature_catalog             | Correlation-with-target computed for 50 numeric features
2026-06-17 16:57:53 | INFO     | src.features.feature_catalog             | Variance audit: 10 near-constant features (top-value > 95% of samples)
2026-06-17 16:57:54 | INFO     | src.features.feature_catalog             | Skewness audit: 22 features with |skew| > 5
2026-06-17 16:58:10 | INFO     | src.features.feature_catalog             | Feature audit table built: 55 rows × 16 columns
2026-06-17 16:58:10 | INFO     | src.features.feature_catalog             | Saved: outputs/reports/feature_audit_table.csv
2026-06-17 16:58:14 | INFO     | src.features.feature_catalog             | Correlation-with-target computed for 50 numeric features
2026-06-17 16:58:18 | INFO     | src.features.feature_catalog             | Pairwise correlations ≥ 0.75: 9 pairs found
2026-06-17 16:58:23 | INFO     | src.features.feature_catalog             | Pairwise correlations ≥ 0.5: 42 pairs found
2026-06-17 16:58:23 | INFO     | src.features.feature_catalog             | High-corr pairs (|r|≥0.75) : 9
2026-06-17 16:58:23 | INFO     | src.features.feature_catalog             | Medium-corr pairs (0.50–0.75): 33
2026-06-17 16:58:24 | INFO     | src.features.feature_catalog             | Variance audit: 10 near-constant features (top-value > 95% of samples)
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             | Skewness audit: 22 features with |skew| > 5
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             | ============================================================
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             | FEATURE AUDIT SUMMARY
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Columns in raw dataset     : 56
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Identifier columns dropped : 4
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Multicollinear dropped     : 1
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Track A features           : 50
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Track B features           : 49
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Leakage (critical)         : ['URLSimilarityIndex']
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Leakage (advisory)         : ['IsHTTPS']
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   High-corr pairs (≥0.75)    : 9
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             |   Near-constant features     : 10
2026-06-17 16:58:25 | INFO     | src.features.feature_catalog             | ============================================================
2026-06-17 16:59:35 | INFO     | src.features.report_m1_2                 | M1.2 HTML report saved: C:\Users\admin\Desktop\VS CODE\Explainable-Bias-Aware-Phishing-Detection\outputs\reports\m1_2_feature_finalization_report.html
2026-06-17 17:03:43 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 17:03:49 | INFO     | src.eda.eda_analyzer                     | Computing dataset overview …
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Rows        : 235,370
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Track B feat: 49
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Missing     : 0
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Memory      : 183.3 MB
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Phishing    : 100,520 (42.71%)
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     |   Legitimate  : 134,850 (57.29%)
2026-06-17 17:03:50 | INFO     | src.eda.eda_analyzer                     | Saved: dataset_overview.csv
2026-06-17 17:03:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 17:03:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\class_distribution.png
2026-06-17 17:03:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 17:03:51 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\dtype_summary.png
2026-06-17 17:03:51 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 17:03:51 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 17:03:51 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 17:03:51 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 17:03:51 | DEBUG    | src.eda.distribution_analyzer            |   [ 1/49] URLLength
2026-06-17 17:03:51 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 17:08:15 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 17:08:15 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 17:08:15 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 17:08:15 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 17:08:15 | DEBUG    | src.eda.distribution_analyzer            |   [ 1/49] URLLength
2026-06-17 17:08:15 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:55:55 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:14 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     | Computing dataset overview …
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Rows        : 235,370
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Track B feat: 49
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Missing     : 0
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Memory      : 183.3 MB
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Phishing    : 100,520 (42.71%)
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     |   Legitimate  : 134,850 (57.29%)
2026-06-17 18:56:17 | INFO     | src.eda.eda_analyzer                     | Saved: dataset_overview.csv
2026-06-17 18:56:17 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:17 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\class_distribution.png
2026-06-17 18:56:17 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:17 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\dtype_summary.png
2026-06-17 18:56:17 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 18:56:17 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 18:56:17 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 18:56:17 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 18:56:17 | DEBUG    | src.eda.distribution_analyzer            |   [ 1/49] URLLength
2026-06-17 18:56:17 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:21 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLLength.png
2026-06-17 18:56:21 | DEBUG    | src.eda.distribution_analyzer            |   [ 2/49] DomainLength
2026-06-17 18:56:21 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:27 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainLength.png
2026-06-17 18:56:27 | DEBUG    | src.eda.distribution_analyzer            |   [ 3/49] TLDLength
2026-06-17 18:56:27 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 18:56:30 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLength.png
2026-06-17 18:56:30 | DEBUG    | src.eda.distribution_analyzer            |   [ 4/49] TLD
2026-06-17 18:56:30 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:19:46 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 19:19:46 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 19:19:46 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 19:19:46 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 19:19:46 | DEBUG    | src.eda.distribution_analyzer            |   [ 1/49] URLLength
2026-06-17 19:19:46 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:19:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLLength.png
2026-06-17 19:19:50 | DEBUG    | src.eda.distribution_analyzer            |   [ 2/49] DomainLength
2026-06-17 19:19:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:03 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     | Computing dataset overview …
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Rows        : 235,370
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Track B feat: 49
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Missing     : 0
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Memory      : 183.3 MB
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Phishing    : 100,520 (42.71%)
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     |   Legitimate  : 134,850 (57.29%)
2026-06-17 19:20:06 | INFO     | src.eda.eda_analyzer                     | Saved: dataset_overview.csv
2026-06-17 19:20:06 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:06 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\class_distribution.png
2026-06-17 19:20:06 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:06 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\dtype_summary.png
2026-06-17 19:20:06 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 19:20:06 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 19:20:06 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 19:20:06 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 19:20:06 | DEBUG    | src.eda.distribution_analyzer            | [1/49] URLLength
2026-06-17 19:20:06 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:08 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLLength.png
2026-06-17 19:20:08 | DEBUG    | src.eda.distribution_analyzer            | [2/49] DomainLength
2026-06-17 19:20:08 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:10 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainLength.png
2026-06-17 19:20:10 | DEBUG    | src.eda.distribution_analyzer            | [3/49] TLDLength
2026-06-17 19:20:10 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 19:20:12 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLength.png
2026-06-17 19:20:12 | DEBUG    | src.eda.distribution_analyzer            | [4/49] TLD
2026-06-17 19:20:12 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:04 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     | Computing dataset overview …
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Rows        : 235,370
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Track B feat: 49
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Missing     : 0
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Memory      : 183.3 MB
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Phishing    : 100,520 (42.71%)
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     |   Legitimate  : 134,850 (57.29%)
2026-06-17 20:11:07 | INFO     | src.eda.eda_analyzer                     | Saved: dataset_overview.csv
2026-06-17 20:11:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:07 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\class_distribution.png
2026-06-17 20:11:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:07 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\dtype_summary.png
2026-06-17 20:11:07 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 20:11:07 | INFO     | src.eda.distribution_analyzer            | M2.1 — DISTRIBUTION ANALYSIS MODULE
2026-06-17 20:11:07 | INFO     | src.eda.distribution_analyzer            | ============================================================
2026-06-17 20:11:07 | INFO     | src.eda.distribution_analyzer            | Generating distribution plots for 49 features …
2026-06-17 20:11:07 | DEBUG    | src.eda.distribution_analyzer            | [1/49] URLLength
2026-06-17 20:11:07 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:09 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLLength.png
2026-06-17 20:11:09 | DEBUG    | src.eda.distribution_analyzer            | [2/49] DomainLength
2026-06-17 20:11:09 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:11 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainLength.png
2026-06-17 20:11:11 | DEBUG    | src.eda.distribution_analyzer            | [3/49] TLDLength
2026-06-17 20:11:11 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:13 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLength.png
2026-06-17 20:11:13 | DEBUG    | src.eda.distribution_analyzer            | [4/49] TLD
2026-06-17 20:11:13 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:21 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLD.png
2026-06-17 20:11:21 | DEBUG    | src.eda.distribution_analyzer            | [5/49] IsDomainIP
2026-06-17 20:11:21 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:22 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsDomainIP.png
2026-06-17 20:11:22 | DEBUG    | src.eda.distribution_analyzer            | [6/49] NoOfSubDomain
2026-06-17 20:11:22 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:24 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfSubDomain.png
2026-06-17 20:11:24 | DEBUG    | src.eda.distribution_analyzer            | [7/49] IsHTTPS
2026-06-17 20:11:24 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:24 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsHTTPS.png
2026-06-17 20:11:24 | DEBUG    | src.eda.distribution_analyzer            | [8/49] CharContinuationRate
2026-06-17 20:11:24 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:26 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\CharContinuationRate.png
2026-06-17 20:11:26 | DEBUG    | src.eda.distribution_analyzer            | [9/49] TLDLegitimateProb
2026-06-17 20:11:26 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:29 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\TLDLegitimateProb.png
2026-06-17 20:11:29 | DEBUG    | src.eda.distribution_analyzer            | [10/49] URLCharProb
2026-06-17 20:11:29 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:31 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\URLCharProb.png
2026-06-17 20:11:31 | DEBUG    | src.eda.distribution_analyzer            | [11/49] NoOfLettersInURL
2026-06-17 20:11:31 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:33 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfLettersInURL.png
2026-06-17 20:11:33 | DEBUG    | src.eda.distribution_analyzer            | [12/49] LetterRatioInURL
2026-06-17 20:11:33 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:36 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LetterRatioInURL.png
2026-06-17 20:11:36 | DEBUG    | src.eda.distribution_analyzer            | [13/49] NoOfDegitsInURL
2026-06-17 20:11:36 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:38 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfDegitsInURL.png
2026-06-17 20:11:38 | DEBUG    | src.eda.distribution_analyzer            | [14/49] DegitRatioInURL
2026-06-17 20:11:38 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:40 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DegitRatioInURL.png
2026-06-17 20:11:40 | DEBUG    | src.eda.distribution_analyzer            | [15/49] NoOfEqualsInURL
2026-06-17 20:11:40 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:41 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfEqualsInURL.png
2026-06-17 20:11:41 | DEBUG    | src.eda.distribution_analyzer            | [16/49] NoOfQMarkInURL
2026-06-17 20:11:41 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:42 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfQMarkInURL.png
2026-06-17 20:11:42 | DEBUG    | src.eda.distribution_analyzer            | [17/49] NoOfAmpersandInURL
2026-06-17 20:11:42 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:43 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfAmpersandInURL.png
2026-06-17 20:11:43 | DEBUG    | src.eda.distribution_analyzer            | [18/49] NoOfOtherSpecialCharsInURL
2026-06-17 20:11:43 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:45 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfOtherSpecialCharsInURL.png
2026-06-17 20:11:45 | DEBUG    | src.eda.distribution_analyzer            | [19/49] SpacialCharRatioInURL
2026-06-17 20:11:45 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:47 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\SpacialCharRatioInURL.png
2026-06-17 20:11:47 | DEBUG    | src.eda.distribution_analyzer            | [20/49] HasObfuscation
2026-06-17 20:11:47 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:48 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasObfuscation.png
2026-06-17 20:11:48 | DEBUG    | src.eda.distribution_analyzer            | [21/49] NoOfObfuscatedChar
2026-06-17 20:11:48 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:49 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\NoOfObfuscatedChar.png
2026-06-17 20:11:49 | DEBUG    | src.eda.distribution_analyzer            | [22/49] ObfuscationRatio
2026-06-17 20:11:49 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:50 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\ObfuscationRatio.png
2026-06-17 20:11:50 | DEBUG    | src.eda.distribution_analyzer            | [23/49] LineOfCode
2026-06-17 20:11:50 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:51 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LineOfCode.png
2026-06-17 20:11:51 | DEBUG    | src.eda.distribution_analyzer            | [24/49] LargestLineLength
2026-06-17 20:11:51 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:52 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\LargestLineLength.png
2026-06-17 20:11:52 | DEBUG    | src.eda.distribution_analyzer            | [25/49] HasTitle
2026-06-17 20:11:52 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:53 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasTitle.png
2026-06-17 20:11:53 | DEBUG    | src.eda.distribution_analyzer            | [26/49] DomainTitleMatchScore
2026-06-17 20:11:53 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:56 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\DomainTitleMatchScore.png
2026-06-17 20:11:56 | DEBUG    | src.eda.distribution_analyzer            | [27/49] HasFavicon
2026-06-17 20:11:56 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:57 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasFavicon.png
2026-06-17 20:11:57 | DEBUG    | src.eda.distribution_analyzer            | [28/49] Robots
2026-06-17 20:11:57 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:57 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\Robots.png
2026-06-17 20:11:57 | DEBUG    | src.eda.distribution_analyzer            | [29/49] IsResponsive
2026-06-17 20:11:57 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:58 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\IsResponsive.png
2026-06-17 20:11:58 | DEBUG    | src.eda.distribution_analyzer            | [30/49] HasDescription
2026-06-17 20:11:58 | DEBUG    | src.eda.visualization_manager            | Plot style configured
2026-06-17 20:11:58 | DEBUG    | src.eda.visualization_manager            | Saved plot → outputs\plots\eda\distributions\HasDescription.png
